SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,CRN,EXAM_DATE,EXAM_TIME,BLDG_CODE,ROOM_CODE
POLI,307,001,10287,12/11/2022,1400,TBA,TBA
CHBE,495,004,10584,12/11/2022,1400,TBA,TBA
CHBE,495,011,10590,12/11/2022,1400,TBA,TBA
POLI,343,001,14063,12/11/2022,1900,RYN,201
NEUR,383,002,14887,12/11/2022,1400,TBA,TBA
FWIS,188,001,12548,12/11/2022,1900,TBA,TBA
FWIS,142,001,12913,12/11/2022,1900,TBA,TBA
FWIS,159,001,13720,12/11/2022,1900,TBA,TBA
CAAM,586,001,14608,12/11/2022,1900,HBH,227
CAAM,485,001,14614,12/11/2022,1900,HBH,227
CAAM,490,001,10320,12/11/2022,1400,TBA,TBA
CAAM,490,004,11302,12/11/2022,1400,TBA,TBA
CAAM,490,011,13958,12/11/2022,1400,TBA,TBA
ASIA,243,001,14360,12/11/2022,1900,TBA,TBA
RELI,431,001,14088,12/11/2022,1900,TBA,TBA
RELI,531,001,14089,12/11/2022,1900,TBA,TBA
SOCI,307,001,14353,12/11/2022,1900,TBA,TBA
MATH,451,001,14333,12/11/2022,1900,TBA,TBA
PHIL,289,001,14548,12/11/2022,1400,TBA,TBA
CSCI,299,001,14692,12/11/2022,1400,TBA,TBA
PHIL,100,001,12621,12/11/2022,1400,TBA,TBA
SPAN,490,001,14893,12/11/2022,1400,TBA,TBA
SPAN,495,001,14882,12/11/2022,1400,TBA,TBA
ENGL,301,003,13292,12/11/2022,1900,TBA,TBA
ENGL,301,004,13293,12/11/2022,1900,TBA,TBA
ENGL,305,003,14375,12/11/2022,1900,TBA,TBA
ENGL,305,004,14393,12/11/2022,1900,TBA,TBA
BIOS,310,001,12343,12/11/2022,1400,TBA,TBA
BIOS,310,002,12344,12/11/2022,1400,TBA,TBA
BIOS,310,003,12345,12/11/2022,1400,TBA,TBA
BIOS,310,004,12346,12/11/2022,1400,TBA,TBA
BIOS,310,010,12350,12/11/2022,1400,TBA,TBA
BIOS,310,012,12351,12/11/2022,1400,TBA,TBA
BIOS,310,014,12352,12/11/2022,1400,TBA,TBA
BIOS,310,016,12354,12/11/2022,1400,TBA,TBA
BIOS,310,022,12359,12/11/2022,1400,TBA,TBA
BIOS,310,027,12363,12/11/2022,1400,TBA,TBA
BIOS,310,029,12365,12/11/2022,1400,TBA,TBA
BIOS,310,030,12366,12/11/2022,1400,TBA,TBA
BIOS,310,031,12367,12/11/2022,1400,TBA,TBA
BIOS,310,032,12368,12/11/2022,1400,TBA,TBA
BIOS,310,033,12369,12/11/2022,1400,TBA,TBA
BIOS,310,035,12371,12/11/2022,1400,TBA,TBA
BIOS,310,039,12374,12/11/2022,1400,TBA,TBA
BIOS,310,042,12375,12/11/2022,1400,TBA,TBA
BIOS,310,054,12377,12/11/2022,1400,TBA,TBA
BIOS,310,056,12379,12/11/2022,1400,TBA,TBA
BIOS,310,058,12381,12/11/2022,1400,TBA,TBA
BIOS,310,062,12384,12/11/2022,1400,TBA,TBA
BIOS,310,063,12385,12/11/2022,1400,TBA,TBA
BIOS,310,053,12578,12/11/2022,1400,TBA,TBA
BIOS,310,067,12649,12/11/2022,1400,TBA,TBA
BIOS,310,018,13930,12/11/2022,1400,TBA,TBA
BIOS,310,060,14245,12/11/2022,1400,TBA,TBA
BIOS,310,057,14913,12/11/2022,1400,TBA,TBA
BIOS,310,099,14931,12/11/2022,1400,TBA,TBA
ANTH,344,002,13898,12/12/2022,0900,TBA,TBA
RELI,301,001,11603,12/12/2022,0900,TBA,TBA
RELI,515,001,11604,12/12/2022,0900,TBA,TBA
SOCI,101,001,10613,12/12/2022,1900,TBA,TBA
SOCI,380,003,13495,12/12/2022,1900,TBA,TBA
CHEM,212,S01,10600,12/12/2022,0900,DCH,1055
GLHT,451,001,10300,12/12/2022,1900,RYN,201
MUSI,339,002,10376,12/12/2022,0900,TBA,TBA
MUSI,339,003,10377,12/12/2022,0900,TBA,TBA
MUSI,339,006,10380,12/12/2022,0900,TBA,TBA
ENGL,385,001,13989,12/12/2022,0900,TBA,TBA
FILM,385,001,14244,12/12/2022,0900,TBA,TBA
KINE,302,001,10257,12/12/2022,1900,TBA,TBA
SWGS,494,001,10416,12/12/2022,0900,TBA,TBA
ELEC,494,001,10251,12/12/2022,1900,TBA,TBA
MSNE,406,001,10523,12/12/2022,0900,MEB,128
MSNE,506,001,10527,12/12/2022,0900,MEB,128
MUSI,340,001,10133,12/12/2022,0900,TBA,TBA
STAT,605,001,10647,12/12/2022,0900,TBA,TBA
ARCH,514,001,12064,12/12/2022,0900,TBA,TBA
SOSC,444,001,10687,12/12/2022,0900,TBA,TBA
ELEC,240,003,11699,12/12/2022,0900,TBA,TBA
RCEL,440,001,11752,12/12/2022,0900,TBA,TBA
BUSI,461,001,11945,12/12/2022,0900,TBA,TBA
PSYC,340,001,10094,12/12/2022,1900,TBA,TBA
ELEC,430,001,12236,12/12/2022,0900,TBA,TBA
STAT,405,001,10236,12/12/2022,0900,TBA,TBA
ENGL,245,001,14189,12/12/2022,0900,TBA,TBA
ECON,300,001,10992,12/12/2022,1900,KRF,110
BIOE,451,001,10087,12/12/2022,1900,RYN,201
MECH,407,001,10026,12/12/2022,1900,TBA,TBA
CHEM,211,S01,10253,12/12/2022,0900,HRZ,AMP
CHEM,211,S01,10253,12/12/2022,0900,HRZ,210
ECON,485,001,12884,12/12/2022,1900,TBA,TBA
CHEM,121,S01,13217,12/12/2022,0900,KCK,100
CHEM,121,S02,13218,12/12/2022,0900,HRG,100
CHEM,121,S03,13219,12/12/2022,0900,SEW,301
CHEM,121,S03,13219,12/12/2022,0900,TBA,TBA
CHEM,121,S04,14379,12/12/2022,0900,SEW,309
PSYC,330,001,14122,12/12/2022,1900,TBA,TBA
EEPS,114,001,13386,12/12/2022,0900,TBA,TBA
ANTH,544,002,13899,12/12/2022,0900,TBA,TBA
FREN,370,001,14044,12/12/2022,0900,TBA,TBA
BUSI,222,901,14381,12/12/2022,0900,TBA,TBA
FWIS,100,013,12907,12/12/2022,0900,TBA,TBA
FWIS,102,001,12223,12/12/2022,1900,TBA,TBA
FWIS,111,001,13997,12/12/2022,0900,TBA,TBA
FWIS,114,001,13520,12/12/2022,0900,TBA,TBA
RCEL,436,001,13633,12/12/2022,0900,TBA,TBA
ELEC,365,001,13637,12/12/2022,0900,TBA,TBA
MSNE,365,001,13636,12/12/2022,0900,TBA,TBA
BUSI,395,002,14344,12/12/2022,1900,TBA,TBA
BUSI,395,001,14345,12/12/2022,1900,TBA,TBA
BUSI,395,003,14391,12/12/2022,1900,TBA,TBA
BUSI,395,004,14892,12/12/2022,1900,TBA,TBA
HART,462,001,14338,12/12/2022,0900,TBA,TBA
HART,662,001,14352,12/12/2022,0900,TBA,TBA
COMP,140,001,13529,12/12/2022,1400,FULLY,ONLINE
COMP,140,003,13530,12/12/2022,1400,FULLY,ONLINE
COMP,140,002,13531,12/12/2022,1400,FULLY,ONLINE
COMP,140,004,13532,12/12/2022,1400,FULLY,ONLINE
COMP,140,901,13552,12/12/2022,1400,FULLY,ONLINE
CAAM,480,001,12812,12/12/2022,1900,TBA,TBA
CAAM,497,001,13452,12/12/2022,0900,TBA,TBA
COMP,442,001,14634,12/12/2022,0900,HRZ,212
COMP,301,001,11922,12/12/2022,0900,PCF,4
COMP,301,001,11922,12/12/2022,0900,PCF,3
COMP,510,001,14667,12/12/2022,0900,PCF,3
COMP,510,001,14667,12/12/2022,0900,PCF,4
COMP,341,001,14423,12/12/2022,0900,TBA,TBA
SPAN,406,001,14930,12/12/2022,0900,TBA,TBA
ENGL,301,001,13290,12/12/2022,0900,TBA,TBA
ENGL,301,002,13291,12/12/2022,0900,TBA,TBA
COMP,552,001,15017,12/12/2022,0900,HRZ,212
HUMA,201,002,10118,12/13/2022,0900,TBA,TBA
HUMA,309,001,10119,12/13/2022,1900,TBA,TBA
POLI,321,001,14762,12/13/2022,0900,KCK,102
SOCI,301,001,13125,12/13/2022,1900,FULLY,ONLINE
RELI,322,001,14386,12/13/2022,0900,TBA,TBA
ASIA,322,001,14398,12/13/2022,0900,TBA,TBA
SOCI,101,004,11601,12/13/2022,0900,FULLY,ONLINE
BIOE,385,003,10212,12/13/2022,1900,TBA,TBA
SWGS,101,001,14701,12/13/2022,1900,TBA,TBA
THEA,101,001,13167,12/13/2022,0900,TBA,TBA
THEA,301,001,12206,12/13/2022,1900,TBA,TBA
CEVE,434,002,10326,12/13/2022,0900,TBA,TBA
ARTS,388,001,10228,12/13/2022,0900,TBA,TBA
HIST,373,001,14015,12/13/2022,0900,TBA,TBA
SOCI,381,001,11370,12/13/2022,0900,TBA,TBA
CHBE,390,003,11585,12/13/2022,1900,SST,106
ASTR,350,002,12740,12/13/2022,0900,TBA,TBA
COMP,326,001,10205,12/13/2022,0900,HRZ,210
MATH,515,001,10302,12/13/2022,0900,TBA,TBA
MATH,539,001,10303,12/13/2022,1900,TBA,TBA
ELEC,326,001,10019,12/13/2022,0900,HRZ,210
ELEC,425,001,11705,12/13/2022,0900,TBA,TBA
STAT,310,001,10116,12/13/2022,1900,HRZ,AMP
CEVE,302,001,10315,12/13/2022,1900,DBH,180
ENGI,302,001,10316,12/13/2022,1900,DBH,180
CEVE,534,002,10327,12/13/2022,0900,TBA,TBA
ENGI,120,002,10417,12/13/2022,0900,TBA,TBA
ENGI,120,003,13526,12/13/2022,1900,TBA,TBA
ARCH,403,002,12646,12/13/2022,1900,TBA,TBA
MUSI,339,001,10375,12/13/2022,1900,TBA,TBA
MUSI,339,005,10379,12/13/2022,1900,TBA,TBA
HUMA,310,001,10120,12/13/2022,1400,TBA,TBA
BIOE,548,001,11595,12/13/2022,0900,TBA,TBA
RELI,385,001,14017,12/13/2022,1900,TBA,TBA
ELEC,548,001,11594,12/13/2022,0900,TBA,TBA
HIST,381,001,14016,12/13/2022,1900,TBA,TBA
SMGT,260,001,11988,12/13/2022,0900,TBA,TBA
SMGT,260,002,14110,12/13/2022,1900,TBA,TBA
KINE,311,003,14357,12/13/2022,1400,TBA,TBA
LING,397,001,14030,12/13/2022,1900,TBA,TBA
POLI,324,001,14237,12/13/2022,1900,HUM,118
MECH,472,001,10597,12/13/2022,1400,TBA,TBA
RELI,375,001,14084,12/13/2022,1900,TBA,TBA
HART,328,001,14085,12/13/2022,1900,TBA,TBA
ENGL,100,001,12895,12/13/2022,1900,TBA,TBA
RELI,476,001,14238,12/13/2022,1900,HUM,118
ASIA,355,001,14177,12/13/2022,1900,TBA,TBA
MATH,425,001,10062,12/13/2022,0900,TBA,TBA
ENGI,220,003,13641,12/13/2022,1900,TBA,TBA
ENGI,220,002,13643,12/13/2022,0900,TBA,TBA
FILM,336,001,14178,12/13/2022,1900,TBA,TBA
HART,336,001,14176,12/13/2022,1900,TBA,TBA
HEAL,132,001,13399,12/13/2022,1900,TBA,TBA
UNIV,215,001,10580,12/13/2022,1400,TBA,TBA
ECON,203,002,12882,12/13/2022,1900,TBA,TBA
ELEC,491,010,14661,12/13/2022,1900,TBA,TBA
ELEC,554,001,11709,12/13/2022,0900,TBA,TBA
CHEM,415,001,12655,12/13/2022,0900,TBA,TBA
COMP,425,001,11708,12/13/2022,0900,TBA,TBA
BIOE,392,001,14898,12/13/2022,1900,TBA,TBA
STAT,418,001,10628,12/13/2022,0900,RYN,201
COMP,554,001,11710,12/13/2022,0900,TBA,TBA
COMP,550,001,10694,12/13/2022,1900,ABL,131
MECH,550,001,10696,12/13/2022,1900,ABL,131
COMP,450,001,10053,12/13/2022,1900,ABL,131
ELEC,450,001,10233,12/13/2022,1900,ABL,131
MECH,450,001,10234,12/13/2022,1900,ABL,131
BUSI,380,001,14300,12/13/2022,0900,TBA,TBA
ARTS,311,002,13500,12/13/2022,1900,TBA,TBA
STAT,605,002,11135,12/13/2022,1400,TBA,TBA
ECON,441,001,12883,12/13/2022,1900,TBA,TBA
HONS,470,001,10319,12/13/2022,1400,TBA,TBA
ARCH,450,002,14779,12/13/2022,1900,TBA,TBA
ARCH,550,002,15070,12/13/2022,1900,TBA,TBA
ARCH,550,005,15073,12/13/2022,1900,TBA,TBA
ARTS,225,001,11659,12/13/2022,1900,TBA,TBA
CHEM,215,002,12692,12/13/2022,1900,TBA,TBA
CHEM,366,001,11168,12/13/2022,1900,TBA,TBA
CHEM,367,001,10669,12/13/2022,1900,TBA,TBA
ARCH,207,001,13625,12/13/2022,1900,TBA,TBA
ANTH,203,001,12254,12/13/2022,1900,HRZ,212
ENGL,338,001,14236,12/13/2022,1900,TBA,TBA
MSNE,517,001,11901,12/13/2022,1900,MEB,128
MDHM,201,001,11689,12/13/2022,0900,TBA,TBA
PJHC,371,001,13432,12/13/2022,0900,TBA,TBA
SOPA,200,002,11870,12/13/2022,1900,TBA,TBA
ANTH,596,001,13903,12/13/2022,0900,TBA,TBA
ANTH,396,001,13902,12/13/2022,0900,TBA,TBA
SOCI,396,001,14330,12/13/2022,0900,TBA,TBA
MSNE,417,001,11900,12/13/2022,1900,MEB,128
ARCH,346,001,13660,12/13/2022,0900,TBA,TBA
ECON,497,001,12885,12/13/2022,0900,KRF,105
COMP,382,002,11155,12/13/2022,0900,FULLY,ONLINE
COMP,382,003,11156,12/13/2022,0900,FULLY,ONLINE
ECON,450,001,13973,12/13/2022,1400,TBA,TBA
HIST,220,001,12920,12/13/2022,0900,TBA,TBA
PSYC,101,002,10093,12/13/2022,0900,HRZ,211
PSYC,101,002,10093,12/13/2022,0900,HRZ,AMP
PSYC,101,003,13804,12/13/2022,1900,DCH,1055
PSYC,101,003,13804,12/13/2022,1900,HRZ,210
PSYC,203,002,10543,12/13/2022,1900,BRK,101
PSYC,231,002,14120,12/13/2022,0900,TBA,TBA
MATH,444,001,10063,12/13/2022,1900,TBA,TBA
ENGI,210,004,15044,12/13/2022,1400,TBA,TBA
SMGT,350,001,10516,12/13/2022,1900,TBA,TBA
BUSI,220,001,11943,12/13/2022,1900,TBA,TBA
ECON,307,001,10301,12/13/2022,1900,HRZ,AMP
ECON,100,001,10633,12/13/2022,0900,FULLY,ONLINE
COMP,514,001,11971,12/13/2022,0900,HRZ,212
STAT,405,002,11134,12/13/2022,1400,TBA,TBA
HEAL,380,002,12766,12/13/2022,1900,TBA,TBA
BIOE,341,001,12551,12/13/2022,0900,BRC,282
CHBE,468,001,12557,12/13/2022,1400,DCH,1075
COMP,417,001,11951,12/13/2022,0900,DCH,1075
HEAL,580,002,12769,12/13/2022,1900,TBA,TBA
COMP,517,001,11962,12/13/2022,0900,DCH,1075
CEVE,325,001,11963,12/13/2022,1400,TBA,TBA
RELI,610,001,12308,12/13/2022,1900,TBA,TBA
ENGL,322,001,12243,12/13/2022,1900,TBA,TBA
THEA,102,001,10701,12/13/2022,0900,TBA,TBA
ECON,209,001,13299,12/13/2022,1900,KRF,120
ANTH,363,001,13900,12/13/2022,0900,TBA,TBA
COMP,414,001,11986,12/13/2022,0900,HRZ,212
KINE,321,003,11757,12/13/2022,0900,TBA,TBA
ELEC,483,001,11733,12/13/2022,0900,TBA,TBA
ARTS,165,003,14776,12/13/2022,1900,TBA,TBA
SMGT,320,001,12540,12/13/2022,0900,TBA,TBA
PSYC,325,001,10570,12/13/2022,0900,SEW,301
LING,325,001,10573,12/13/2022,0900,SEW,301
CHBE,568,001,12099,12/13/2022,1400,DCH,1075
CHEM,301,001,11654,12/13/2022,0900,TBA,TBA
ELEC,301,001,11698,12/13/2022,1900,TBA,TBA
ARTS,230,001,12204,12/13/2022,1900,TBA,TBA
FILM,275,001,12205,12/13/2022,1900,TBA,TBA
MECH,203,001,11940,12/13/2022,0900,TBA,TBA
MECH,203,002,11941,12/13/2022,1900,TBA,TBA
CHEM,205,003,13224,12/13/2022,1900,TBA,TBA
DSCI,304,002,12170,12/13/2022,0900,DCH,1046
FREN,324,001,14043,12/13/2022,1900,HUM,118
BIOS,213,001,12331,12/13/2022,1900,TBA,TBA
GERM,335,001,14048,12/13/2022,1900,TBA,TBA
KINE,300,001,10111,12/13/2022,1400,TBA,TBA
KINE,301,002,10598,12/13/2022,1400,TBA,TBA
GERM,399,001,13427,12/13/2022,1900,TBA,TBA
BIOS,204,001,12317,12/13/2022,1400,TBA,TBA
BIOS,211,002,12319,12/13/2022,1900,TBA,TBA
BIOS,211,004,12321,12/13/2022,1900,TBA,TBA
BIOS,211,008,12325,12/13/2022,1900,TBA,TBA
BIOS,211,010,12327,12/13/2022,1900,TBA,TBA
BIOS,311,002,12388,12/13/2022,1900,TBA,TBA
BIOS,311,003,13347,12/13/2022,1900,TBA,TBA
BIOS,332,001,12749,12/13/2022,0900,TBA,TBA
BIOS,344,S01,14264,12/13/2022,0900,GRB,W212
BIOS,423,001,12444,12/13/2022,1900,TBA,TBA
BIOS,532,001,12756,12/13/2022,0900,TBA,TBA
ECON,320,001,12250,12/13/2022,0900,TBA,TBA
BIOS,122,002,13697,12/13/2022,0900,ABL,131
BIOS,425,001,13203,12/13/2022,1900,TBA,TBA
HIST,331,001,14012,12/13/2022,1900,TBA,TBA
JWST,201,001,12537,12/13/2022,0900,TBA,TBA
MUCH,423,001,12629,12/13/2022,1400,TBA,TBA
RELI,410,001,12309,12/13/2022,1900,TBA,TBA
EEPS,109,001,14226,12/13/2022,0900,KWG,100
ENGL,200,002,13344,12/13/2022,0900,TBA,TBA
POLI,395,002,11884,12/13/2022,1900,TBA,TBA
PSYC,333,001,11373,12/13/2022,0900,TBA,TBA
PSYC,308,001,14121,12/13/2022,0900,TBA,TBA
PSYC,351,001,11607,12/13/2022,1900,SEW,309
PSYC,488,014,11333,12/13/2022,1400,TBA,TBA
BIOE,571,001,13514,12/13/2022,0900,TBA,TBA
CHEM,319,001,12572,12/13/2022,0900,BRC,284
BIOS,318,002,12392,12/13/2022,1900,TBA,TBA
CSCI,340,001,12802,12/13/2022,1900,TBA,TBA
EEPS,433,001,13966,12/13/2022,0900,ABL,130
EEPS,633,001,13967,12/13/2022,0900,ABL,130
ENGL,101,001,14339,12/13/2022,0900,TBA,TBA
FREN,307,001,14291,12/13/2022,0900,TBA,TBA
KINE,440,001,11496,12/13/2022,1400,TBA,TBA
BUSI,420,001,14301,12/13/2022,1900,TBA,TBA
BUSI,420,002,14346,12/13/2022,1900,TBA,TBA
FWIS,100,008,10743,12/13/2022,0900,TBA,TBA
FWIS,100,010,12778,12/13/2022,1900,TBA,TBA
FWIS,100,014,14955,12/13/2022,0900,TBA,TBA
FWIS,123,001,15012,12/13/2022,0900,TBA,TBA
BIOE,541,001,13700,12/13/2022,0900,BRC,282
ASIA,224,001,14374,12/13/2022,0900,TBA,TBA
MECH,371,002,12584,12/13/2022,1900,TBA,TBA
POLI,359,001,14807,12/13/2022,1900,TBA,TBA
MECH,466,002,14610,12/13/2022,1900,TBA,TBA
COLL,192,001,14310,12/13/2022,1400,TBA,TBA
COLL,135,001,14316,12/13/2022,1400,TBA,TBA
COLL,135,002,14721,12/13/2022,1400,TBA,TBA
HUMA,131,001,14336,12/13/2022,1900,TBA,TBA
CEVE,101,001,10089,12/13/2022,0900,TBA,TBA
SPAN,356,001,14928,12/13/2022,0900,TBA,TBA
FWIS,188,002,12640,12/13/2022,0900,TBA,TBA
FWIS,188,003,13724,12/13/2022,1900,TBA,TBA
FWIS,181,001,14003,12/13/2022,1900,TBA,TBA
FWIS,130,001,12911,12/13/2022,0900,TBA,TBA
FWIS,130,002,12912,12/13/2022,1900,TBA,TBA
FWIS,153,001,14795,12/13/2022,0900,HUM,119
FWIS,155,001,14670,12/13/2022,0900,TBA,TBA
BIOS,118,002,13200,12/13/2022,1900,TBA,TBA
ANTH,563,001,13901,12/13/2022,0900,TBA,TBA
DSCI,305,002,14510,12/13/2022,0900,TBA,TBA
CAAM,378,001,11700,12/13/2022,1900,HRG,100
CAAM,495,001,10248,12/13/2022,1400,TBA,TBA
SOCI,334,001,14195,12/13/2022,0900,TBA,TBA
SWGS,325,001,14206,12/13/2022,0900,TBA,TBA
ASIA,380,001,14362,12/13/2022,1900,TBA,TBA
HIST,380,001,14372,12/13/2022,1900,TBA,TBA
ASIA,383,001,14363,12/13/2022,1900,TBA,TBA
BIOS,212,002,12330,12/13/2022,1900,TBA,TBA
BIOS,212,004,12555,12/13/2022,1900,TBA,TBA
ENGL,262,001,14327,12/13/2022,0900,TBA,TBA
HART,118,001,14302,12/13/2022,0900,SEW,309
HART,390,001,14365,12/13/2022,1900,TBA,TBA
HART,591,001,14373,12/13/2022,1900,TBA,TBA
ARTS,103,001,13166,12/13/2022,0900,TBA,TBA
ENST,100,001,10631,12/13/2022,0900,TBA,TBA
ENST,100,002,15077,12/13/2022,0900,TBA,TBA
ENST,100,003,15079,12/13/2022,0900,TBA,TBA
ENST,100,004,15081,12/13/2022,0900,TBA,TBA
ARCH,105,001,10632,12/13/2022,0900,TBA,TBA
ARCH,105,002,15078,12/13/2022,0900,TBA,TBA
ARCH,105,003,15080,12/13/2022,0900,TBA,TBA
ARCH,105,004,15082,12/13/2022,0900,TBA,TBA
ENGL,304,001,12898,12/13/2022,1900,TBA,TBA
ENGL,304,002,13336,12/13/2022,1900,TBA,TBA