SUBJECT,COURSE_NUMBER,SECTION,CRN,EXAM_DATE,EXAM_TIME,BUILDING_CODE,ROOM_CODE
CMOR,220,001,15477,12/8/2023,1900,,
CMOR,415,001,15756,12/8/2023,0900,,
CMOR,220,002,15478,12/8/2023,1900,,
CMOR,220,003,15479,12/8/2023,1900,,
CMOR,220,004,15480,12/8/2023,1900,,
CMOR,220,005,15481,12/8/2023,1900,,
CMOR,220,006,15482,12/8/2023,1900,,
MUSI,467,001,10148,12/12/2023,1900,,
MUSI,471,001,10149,12/12/2023,1900,,
MUSI,472,001,10150,12/12/2023,1900,,
MUSI,473,001,10151,12/12/2023,1900,,
MUSI,481,001,10152,12/12/2023,1900,,
MUSI,487,001,10153,12/12/2023,1900,,
MUSI,493,001,10154,12/12/2023,1900,,
MUSI,495,001,10155,12/12/2023,1900,,
MUSI,497,001,10156,12/12/2023,1900,,
MUSI,415,001,10225,12/12/2023,1900,,
MUSI,339,004,10378,12/12/2023,1900,,
MUSI,339,007,10381,12/12/2023,1900,,
MUSI,483,001,10399,12/12/2023,1900,,
MUSI,377,001,10406,12/12/2023,1900,,
MUSI,285,001,10424,12/12/2023,1900,,
MUSI,401,002,10440,12/12/2023,1900,,
MUSI,401,003,10441,12/12/2023,1900,,
MUSI,401,004,10442,12/12/2023,1900,,
MUSI,401,005,10443,12/12/2023,1900,,
MUSI,401,006,10444,12/12/2023,1900,,
MUSI,401,007,10445,12/12/2023,1900,,
MUSI,473,002,10447,12/12/2023,1900,,
MUSI,481,002,10448,12/12/2023,1900,,
MUSI,481,003,10449,12/12/2023,1900,,
MUSI,491,002,10451,12/12/2023,1900,,
MUSI,491,003,10452,12/12/2023,1900,,
MUSI,491,004,10453,12/12/2023,1900,,
MUSI,493,002,10454,12/12/2023,1900,,
MUSI,495,002,10455,12/12/2023,1900,,
MUSI,497,002,10456,12/12/2023,1900,,
MUSI,338,003,10490,12/12/2023,1900,,
MUSI,338,004,10491,12/12/2023,1900,,
MUSI,338,006,10493,12/12/2023,1900,,
MUSI,338,007,10494,12/12/2023,1900,,
MUSI,338,008,10495,12/12/2023,1900,,
MUSI,338,009,10496,12/12/2023,1900,,
MUSI,338,010,10497,12/12/2023,1900,,
MUSI,338,011,10498,12/12/2023,1900,,
MUSI,338,012,10499,12/12/2023,1900,,
MUSI,338,013,10500,12/12/2023,1900,,
MUSI,338,015,10501,12/12/2023,1900,,
MUSI,338,016,10502,12/12/2023,1900,,
MUSI,338,017,10503,12/12/2023,1900,,
MUSI,338,019,10505,12/12/2023,1900,,
MUSI,338,020,10506,12/12/2023,1900,,
MUSI,338,022,10508,12/12/2023,1900,,
MUSI,338,023,10509,12/12/2023,1900,,
MUSI,341,017,10831,12/12/2023,1900,,
MUSI,441,033,10840,12/12/2023,1900,,
MUSI,441,016,10842,12/12/2023,1900,,
MUSI,341,005,11019,12/12/2023,1900,,
MUSI,341,009,11023,12/12/2023,1900,,
MUSI,341,012,11025,12/12/2023,1900,,
MUSI,341,018,11028,12/12/2023,1900,,
MUSI,403,001,10138,12/8/2023,1900,,
MUSI,421,001,10139,12/7/2023,1900,,
MUSI,117,002,10226,12/11/2023,1900,,
MUSI,231,001,10283,12/7/2023,1400,,
MUSI,339,001,10375,12/11/2023,1400,,
MUSI,339,002,10376,12/6/2023,1400,,
MUSI,339,003,10377,12/6/2023,1400,,
MUSI,339,005,10379,12/11/2023,1400,,
MUSI,339,006,10380,12/6/2023,0900,,
CHEM,314,004,16131,12/7/2023,1900,,
CHEM,314,005,16132,12/8/2023,1900,,
CHEM,314,006,16133,12/9/2023,1400,,
CHEM,314,007,16134,12/8/2023,0900,,
CHEM,213,010,16404,12/7/2023,1900,,
CHIN,263,001,10553,12/7/2023,1900,,
CHIN,206,001,15386,12/8/2023,1900,,
CHIN,141,003,10670,12/8/2023,0900,,
CHIN,141,002,10671,12/7/2023,1900,,
CHIN,301,001,11152,12/8/2023,0900,,
CHIN,311,002,12161,12/9/2023,1400,,
CHIN,401,001,12162,12/9/2023,1400,,
CLAS,107,001,15341,12/11/2023,1400,,
CLAS,336,001,15342,12/12/2023,0900,,
COMP,412,001,10052,12/8/2023,0900,,
SPAN,303,001,11942,12/9/2023,1400,,
SPAN,322,002,12560,12/7/2023,1900,,
SPAN,264,005,12873,12/8/2023,0900,,
SPAN,263,004,13782,12/8/2023,0900,,
SPAN,322,005,15392,12/8/2023,0900,,
SPAN,322,003,13955,12/8/2023,0900,,
SPAN,406,001,15596,12/11/2023,1400,,
SPAN,368,001,15601,12/6/2023,1400,,
SPAN,322,004,14687,12/7/2023,1400,,
SPAN,158,001,14880,12/11/2023,1400,,
SPAN,356,001,14928,12/11/2023,1900,,
SPAN,330,001,14932,12/8/2023,1400,,
SPAN,436,001,15647,12/6/2023,1400,,
SPAN,350,001,15350,12/11/2023,1400,,
SPAN,453,001,15568,12/9/2023,1900,,
SPAN,477,001,16299,12/10/2023,1900,,
STAT,280,S01,10114,12/8/2023,1900,HRZ,212
STAT,305,001,10115,12/12/2023,0900,MXF,251
STAT,310,001,10116,12/11/2023,1400,KCK,100
STAT,405,001,10236,12/6/2023,1400,,
STAT,280,S02,10259,12/8/2023,1900,HRZ,212
STAT,482,001,10297,12/11/2023,1900,,
STAT,305,002,10432,12/12/2023,0900,MXF,251
STAT,499,001,10541,12/6/2023,1900,,
STAT,418,001,10628,12/7/2023,0900,ABL,131
STAT,405,002,11134,12/11/2023,1900,,
STAT,449,001,11357,12/6/2023,1900,,
STAT,425,001,11363,12/11/2023,1900,HRZ,212
STAT,413,001,11919,12/10/2023,1900,RYN,201
STAT,315,001,11977,12/11/2023,1900,ABL,131
STAT,450,001,12231,12/8/2023,1400,MXF,252
CMOR,220,007,15483,12/8/2023,1900,,
CMOR,220,008,15484,12/8/2023,1900,,
CMOR,220,009,15485,12/8/2023,1900,,
CMOR,451,002,15835,12/6/2023,1400,DCH,1042
CMOR,462,003,15832,12/9/2023,1400,DCH,1046
CMOR,492,001,15175,12/6/2023,0900,,
CMOR,302,001,15176,12/12/2023,1900,HRZ,AMP
CMOR,410,001,15178,12/11/2023,1400,KCK,107
CMOR,420,001,15179,12/8/2023,0900,HRZ,210
STAT,487,001,13709,12/8/2023,0900,,
STAT,410,001,14872,12/11/2023,1400,,
STAT,310,002,15375,12/11/2023,1900,HRZ,210
THEA,331,001,10214,12/8/2023,1400,,
THEA,102,001,10701,12/10/2023,1900,,
THEA,301,001,12206,12/11/2023,1400,,
THEA,331,002,12696,12/8/2023,1400,,
THEA,314,001,13392,12/8/2023,1400,,
THEA,308,001,14119,12/8/2023,1400,,
THEA,303,001,14260,12/9/2023,1400,,
THEA,304,001,15524,12/10/2023,1900,,
THEA,300,001,15384,12/11/2023,1900,,
THEA,309,001,15385,12/8/2023,1900,,
UNIV,110,001,10401,12/8/2023,1400,,
UNIV,250,001,11861,12/11/2023,1900,,
UNIV,330,002,13682,12/6/2023,0900,,
UNIV,330,003,13683,12/6/2023,0900,,
UNIV,330,004,13684,12/6/2023,0900,,
UNIV,330,006,13686,12/6/2023,0900,,
UNIV,330,007,13687,12/6/2023,0900,,
UNIV,330,010,14940,12/6/2023,0900,,
MUSI,341,025,11032,12/12/2023,1900,,
MUSI,341,031,11037,12/12/2023,1900,,
MUSI,441,009,11044,12/12/2023,1900,,
MUSI,441,011,11046,12/12/2023,1900,,
MUSI,441,012,11047,12/12/2023,1900,,
MUSI,441,022,11051,12/12/2023,1900,,
MUSI,441,026,11054,12/12/2023,1900,,
MUSI,495,003,11178,12/12/2023,1900,,
MUSI,281,002,11275,12/12/2023,1900,,
MUSI,381,003,11276,12/12/2023,1900,,
MUSI,381,004,11277,12/12/2023,1900,,
MUSI,381,005,11278,12/12/2023,1900,,
MUSI,441,031,11280,12/12/2023,1900,,
MUSI,449,022,12132,12/12/2023,1900,,
COMP,450,001,10053,12/11/2023,1400,DCH,1055
COMP,326,001,10205,12/10/2023,1900,HRZ,212
COMP,311,001,10668,12/12/2023,0900,DCH,1064
COMP,409,001,10924,12/12/2023,0900,,
COMP,382,002,11155,12/10/2023,1900,FULLY,ONLINE
COMP,382,003,11156,12/10/2023,1900,FULLY,ONLINE
COMP,430,001,11340,12/6/2023,1400,,
COMP,425,001,11708,12/10/2023,1900,,
COMP,301,001,11922,12/6/2023,1400,PCF,4
COMP,215,004,11950,12/9/2023,1400,,
COMP,417,001,11951,12/10/2023,1900,DCH,1046
COMP,424,001,12890,12/9/2023,1900,,
COMP,215,002,13527,12/7/2023,1900,,
COMP,215,001,13528,12/7/2023,1400,,
COMP,140,001,13529,12/6/2023,1900,FULLY,ONLINE
COMP,140,003,13530,12/6/2023,1900,FULLY,ONLINE
COMP,140,002,13531,12/6/2023,1900,FULLY,ONLINE
COMP,140,004,13532,12/6/2023,1900,FULLY,ONLINE
COMP,140,901,13552,12/6/2023,1900,FULLY,ONLINE
COMP,310,001,14624,12/8/2023,1900,DCH,1064
COMP,310,002,14625,12/8/2023,1900,DCH,1064
COMP,442,001,14634,12/6/2023,1400,HRZ,212
COMP,481,001,14253,12/12/2023,0900,,
COMP,480,001,14254,12/11/2023,1900,HRZ,AMP
COMP,215,003,14283,12/8/2023,1900,,
COMP,182,003,15520,12/10/2023,1900,HRZ,210
COMP,341,001,14423,12/6/2023,1400,,
COMP,413,002,16282,12/11/2023,1400,DCH,1064
COMP,449,002,14870,12/9/2023,1900,,
COMP,431,001,15825,12/12/2023,0900,DCH,1055
COMP,429,001,15551,12/12/2023,0900,HRZ,212
COMP,318,001,15653,12/7/2023,1900,,
COMP,462,001,15654,12/9/2023,1900,DCH,1042
COMP,416,002,15798,12/11/2023,1900,SEW,309
CSCI,340,001,12802,12/10/2023,1900,,
CSCI,477,001,16407,12/11/2023,1900,,
ECON,307,001,10301,12/11/2023,1400,KCK,100
CHEM,211,S01,10253,12/7/2023,0900,KCK,100
CHEM,121,S01,13217,12/7/2023,0900,DCH,1055
CHEM,121,S02,13218,12/7/2023,0900,DCH,1064
CHEM,121,S03,13219,12/7/2023,0900,HRZ,AMP
CHEM,313,S01,16128,12/7/2023,0900,HRZ,210
MATH,102,S03,10056,12/9/2023,0900,BRK,101
CEVE,302,001,10315,12/11/2023,1400,DCH,1070
UNIV,201,002,16339,12/6/2023,0900,,
UNIV,330,011,16362,12/8/2023,1400,,
UNIV,110,004,16384,12/6/2023,1900,,
CEVE,101,001,10089,12/10/2023,1900,,
CEVE,310,001,10311,12/7/2023,1900,,
CMOR,494,001,15180,12/6/2023,0900,DCH,1075
CMOR,441,003,16063,12/9/2023,1900,ANH,117
CMOR,304,002,16019,12/8/2023,0900,SEW,309
CMOR,495,002,16323,12/6/2023,1400,,
FWIS,100,001,10739,12/7/2023,1900,,
FWIS,100,002,10740,12/7/2023,1900,,
FWIS,100,003,10741,12/8/2023,0900,,
FWIS,100,006,10742,12/8/2023,1400,,
MUSI,381,002,11779,12/12/2023,1900,,
MUSI,473,004,12185,12/12/2023,1900,,
MUSI,281,003,13284,12/12/2023,1900,,
MUSI,151,001,13305,12/12/2023,1900,,
MUSI,165,001,13311,12/12/2023,1900,,
MUSI,181,001,13313,12/12/2023,1900,,
MUSI,195,001,13318,12/12/2023,1900,,
MUSI,361,001,13516,12/12/2023,1900,,
MUSI,181,002,15016,12/12/2023,1900,,
MUSI,181,003,15052,12/12/2023,1900,,
MUSI,191,001,15075,12/12/2023,1900,,
BIOE,383,002,14623,12/12/2023,0900,BRC,284
MATH,354,002,14605,12/7/2023,1900,HRZ,211
MATH,101,S02,14154,12/9/2023,0900,HRG,125
CHEM,121,S02,13218,12/7/2023,0900,DCH,1070
BIOS,372,001,12549,12/7/2023,1900,ABL,131
BIOS,341,S01,12395,12/12/2023,0900,HRZ,AMP
MATH,101,S05,12179,12/9/2023,0900,HRG,125
SMGT,362,901,10931,12/12/2023,1900,,
SMGT,373,001,15424,12/12/2023,1900,,
MATH,212,S02,11354,12/9/2023,0900,HRZ,210
PHYS,101,S02,10667,12/11/2023,0900,HRZ,210
PHYS,101,S01,10666,12/11/2023,0900,HRZ,210
STAT,305,002,10432,12/12/2023,0900,MXF,252
CHEM,211,S01,10253,12/7/2023,0900,HRG,100
CHEM,211,S01,10253,12/7/2023,0900,TBA,TBA
ELEC,303,001,10235,12/12/2023,0900,DCH,1075
ECON,437,001,10210,12/7/2023,1900,KRF,102
STAT,305,001,10115,12/12/2023,0900,MXF,252
PHYS,125,S01,10075,12/11/2023,0900,KCK,102
MATH,212,S01,10057,12/9/2023,0900,HRZ,210
MATH,102,S03,10056,12/9/2023,0900,DBH,180
BUSI,499,001,12134,12/12/2023,1900,,
GLHT,400,001,10247,12/12/2023,1900,,
CHBE,495,001,10581,12/12/2023,1900,,
CHBE,495,004,10584,12/12/2023,1900,,
CHBE,495,011,10590,12/12/2023,1900,,
SWGS,493,001,16053,12/12/2023,1900,,
SMGT,376,001,10238,12/12/2023,1900,,
SMGT,377,001,10239,12/12/2023,1900,,
SMGT,379,001,10240,12/12/2023,1900,,
CEVE,320,001,11663,12/9/2023,1400,,
CEVE,314,001,11669,12/6/2023,1900,,
CEVE,471,001,11903,12/9/2023,1900,HBH,227
CEVE,472,001,11954,12/9/2023,1900,,
CEVE,432,001,11972,12/11/2023,1900,,
CEVE,431,001,11975,12/11/2023,0900,RYN,201
CEVE,211,001,11989,12/8/2023,0900,RYN,201
CEVE,411,001,12736,12/12/2023,0900,,
CEVE,481,001,15035,12/9/2023,1400,,
CEVE,325,002,15271,12/7/2023,1400,MXF,252
CEVE,400,001,15272,12/8/2023,1400,MEB,128
CEVE,460,001,15275,12/7/2023,0900,RYN,201
CEVE,476,001,15276,12/11/2023,1400,RYN,201
FILM,327,001,10357,12/11/2023,1900,,
FILM,280,001,10512,12/8/2023,1900,,
FILM,432,001,13713,12/6/2023,0900,,
FILM,308,001,14221,12/8/2023,1400,,
KINE,120,001,16030,12/9/2023,1900,,
FILM,434,001,14349,12/8/2023,1400,,
FILM,324,001,15621,12/8/2023,1400,,
FILM,287,001,15380,12/9/2023,1900,,
KORE,141,001,15389,12/8/2023,0900,,
FILM,373,001,15493,12/11/2023,1900,,
HUMA,210,001,10373,12/6/2023,0900,,
HUMA,315,001,12809,12/11/2023,1900,FULLY,ONLINE
HUMA,134,001,15690,12/12/2023,0900,,
HUMA,107,001,15498,12/11/2023,1400,,
HUMA,372,001,15507,12/9/2023,1900,,
ITAL,141,001,12799,12/9/2023,1400,FULLY,ONLINE
ITAL,141,002,15011,12/8/2023,1900,FULLY,ONLINE
ITAL,301,002,16064,12/8/2023,1400,FULLY,ONLINE
JAPA,141,001,10674,12/7/2023,1400,,
JAPA,141,002,10700,12/7/2023,1900,,
JAPA,141,003,10714,12/7/2023,1900,,
JAPA,301,002,12026,12/9/2023,1400,,
JAPA,263,002,15388,12/7/2023,1900,,
JAPA,263,001,14632,12/7/2023,1400,,
JAPA,401,002,14633,12/8/2023,0900,,
JAPA,141,004,13948,12/8/2023,0900,,
JAPA,301,001,13949,12/8/2023,0900,,
KINE,300,001,10111,12/6/2023,0900,,
KINE,302,001,10257,12/6/2023,0900,,
KINE,319,001,10356,12/6/2023,1900,,
KINE,301,002,10598,12/12/2023,0900,,
KINE,440,001,11496,12/6/2023,0900,,
KINE,321,003,11757,12/11/2023,1400,,
KINE,311,003,14357,12/8/2023,1400,,
KINE,441,001,15614,12/10/2023,1900,,
KINE,310,001,15208,12/6/2023,0900,,
KINE,320,001,15490,12/8/2023,1400,,
KINE,498,001,15491,12/12/2023,0900,,
FWIS,100,008,10743,12/10/2023,1900,,
FWIS,100,004,11529,12/7/2023,1400,,
FWIS,100,007,11530,12/12/2023,0900,,
FWIS,100,009,11763,12/12/2023,0900,,
FWIS,115,001,12569,12/7/2023,1900,,
FWIS,100,005,12758,12/8/2023,1900,,
FWIS,100,011,12777,12/8/2023,0900,,
FWIS,100,010,12778,12/11/2023,1400,,
COLL,200,001,10343,12/12/2023,1900,,
COLL,200,002,10344,12/12/2023,1900,,
COLL,200,003,10345,12/12/2023,1900,,
COLL,200,004,10346,12/12/2023,1900,,
COLL,200,007,10349,12/12/2023,1900,,
COLL,200,008,10350,12/12/2023,1900,,
COLL,200,009,10351,12/12/2023,1900,,
COLL,200,011,10353,12/12/2023,1900,,
COLL,200,012,10407,12/12/2023,1900,,
AMCI,400,001,15814,12/12/2023,1900,,
EMSP,491,001,10575,12/12/2023,1900,,
EEPS,481,011,13264,12/12/2023,1900,,
EEPS,481,017,13267,12/12/2023,1900,,
EEPS,491,012,16423,12/12/2023,1900,,
FOTO,395,001,16073,12/12/2023,1900,,
MSNE,490,004,15783,12/12/2023,1900,,
MSNE,490,005,16035,12/12/2023,1900,,
CMOR,490,001,15167,12/12/2023,1900,,
CMOR,490,006,15184,12/12/2023,1900,,
CMOR,490,009,15187,12/12/2023,1900,,
RCEL,241,001,11749,12/12/2023,1900,,
PSYC,202,001,11606,12/7/2023,1900,,
PSYC,351,001,11607,12/11/2023,1400,HRZ,212
PSYC,485,022,11608,12/6/2023,0900,,
PSYC,485,003,11609,12/6/2023,0900,,
PSYC,480,001,12210,12/9/2023,1400,,
PSYC,485,012,12211,12/6/2023,0900,,
PSYC,203,003,12695,12/10/2023,1900,HRG,100
PSYC,485,010,12743,12/6/2023,0900,,
PSYC,101,003,13804,12/11/2023,1400,HRZ,AMP
PSYC,485,019,14128,12/6/2023,0900,,
MATH,212,S01,10057,12/9/2023,0900,HRZ,AMP
MATH,101,S03,10595,12/9/2023,0900,KCK,100
MATH,101,S01,11323,12/9/2023,0900,SEW,309
MATH,102,S01,11324,12/9/2023,0900,KWG,100
MATH,212,S02,11354,12/9/2023,0900,HRZ,AMP
MATH,101,S05,12179,12/9/2023,0900,HRG,100
MATH,211,S02,11630,12/9/2023,0900,DCH,1055
MATH,211,S07,11631,12/9/2023,0900,KRF,110
MATH,102,S04,11868,12/9/2023,0900,HRZ,212
MATH,212,S05,12180,12/9/2023,0900,HUM,117
MATH,212,S07,13652,12/9/2023,0900,RYN,201
MATH,211,S01,13653,12/9/2023,0900,DCH,1055
MATH,101,S02,14154,12/9/2023,0900,HRG,100
MATH,101,S04,14155,12/9/2023,0900,HBH,227
MATH,212,S08,14156,12/9/2023,0900,PCF,3
MATH,111,S02,16024,12/9/2023,0900,ABL,131
PHYS,111,S01,10074,12/11/2023,0900,BRK,101
PHYS,125,S01,10075,12/11/2023,0900,KCK,100
PHYS,101,S01,10666,12/11/2023,0900,HRZ,AMP
PHYS,101,S02,10667,12/11/2023,0900,HRZ,AMP
ANTH,324,001,10414,12/11/2023,1900,,
ANTH,205,001,10715,12/12/2023,0900,SEW,307
ANTH,493,001,11688,12/8/2023,1400,,
ANTH,203,001,12254,12/11/2023,1400,,
KORE,263,002,15390,12/8/2023,0900,,
KORE,141,002,12872,12/8/2023,1900,,
KORE,401,001,15391,12/7/2023,1900,,
KORE,141,003,13951,12/9/2023,1400,,
KORE,263,001,13952,12/7/2023,1400,,
LATI,201,001,10578,12/9/2023,1400,,
LATI,101,001,11588,12/8/2023,1900,,
LATI,310,001,15660,12/8/2023,1900,,
LING,300,001,11624,12/8/2023,0900,,
LING,401,001,11625,12/10/2023,1900,FULLY,ONLINE
LING,303,001,12780,12/8/2023,1900,,
LING,200,003,12947,12/12/2023,0900,FULLY,ONLINE
LING,397,001,14030,12/7/2023,0900,FULLY,ONLINE
FWIS,101,001,15221,12/8/2023,1400,,
FWIS,100,012,12906,12/11/2023,1900,,
FWIS,100,013,12907,12/6/2023,1400,,
FWIS,142,001,12913,12/12/2023,0900,,
FWIS,151,001,13538,12/9/2023,1400,,
FWIS,151,002,13539,12/8/2023,1400,,
FWIS,122,001,15699,12/11/2023,1400,,
FWIS,181,001,14003,12/11/2023,1400,,
FWIS,196,001,14685,12/7/2023,1400,,
FWIS,141,001,14703,12/11/2023,1900,,
FWIS,141,002,14704,12/6/2023,1400,,
FWIS,103,001,14788,12/10/2023,1900,,
FWIS,100,014,14955,12/10/2023,1900,,
FWIS,119,001,15697,12/7/2023,1400,,
FWIS,128,001,15698,12/6/2023,1400,,
PSYC,353,001,15598,12/11/2023,1400,SEW,309
PSYC,461,001,15599,12/10/2023,1900,,
PSYC,430,001,15612,12/8/2023,1900,,
PSYC,485,023,14917,12/6/2023,0900,,
PSYC,308,001,15563,12/10/2023,1900,,
PSYC,231,003,15211,12/10/2023,1900,,
PSYC,330,002,15212,12/6/2023,0900,,
PSYC,375,001,15214,12/9/2023,1900,,
PSYC,409,001,15215,12/9/2023,1400,,
PSYC,332,001,15564,12/10/2023,1900,,
PSYC,467,001,15580,12/11/2023,1900,SEW,305
PSYC,102,002,16321,12/6/2023,1400,,
PSYC,308,002,16343,12/10/2023,1900,HUM,117
PSYC,101,004,16344,12/8/2023,1900,HRG,100
ANTH,200,003,12948,12/12/2023,0900,FULLY,ONLINE
ANTH,317,001,13894,12/11/2023,1900,,
ANTH,344,002,13898,12/6/2023,0900,,
ANTH,346,001,15682,12/9/2023,1900,,
ANTH,477,001,15526,12/10/2023,1900,,
ANTH,348,001,15236,12/9/2023,1900,,
ANTH,381,001,15238,12/8/2023,1400,,
ANTH,402,001,15561,12/6/2023,1400,,
ANTH,303,001,15229,12/10/2023,1900,,
ANTH,315,001,15230,12/11/2023,1900,,
ANTH,321,001,15232,12/6/2023,0900,,
ANTH,340,001,15234,12/8/2023,1400,,
ANTH,392,001,15240,12/9/2023,1400,,
ANTH,357,001,16380,12/8/2023,1900,,
ARAB,141,001,11494,12/7/2023,1400,,
ARAB,263,001,11589,12/7/2023,1900,,
ARAB,141,002,16338,12/8/2023,0900,,
ARCH,201,001,10041,12/8/2023,1900,,
ARCH,301,001,10042,12/8/2023,1900,,
ARCH,401,001,10044,12/8/2023,1900,,
ARCH,101,001,10368,12/8/2023,1900,,
ARCH,105,001,10632,12/10/2023,1900,,
ARCH,201,002,11513,12/8/2023,1900,,
ARCH,301,002,11514,12/8/2023,1900,,
FWIS,107,001,15222,12/6/2023,1400,,
FWIS,109,001,15223,12/10/2023,1900,,
FWIS,109,002,15224,12/11/2023,1400,,
FWIS,165,001,15225,12/12/2023,0900,,
FWIS,182,001,15226,12/7/2023,1900,,
FWIS,193,001,15227,12/8/2023,0900,,
FWIS,193,002,15228,12/8/2023,1900,,
FWIS,188,001,15565,12/10/2023,1900,DCH,1075
FWIS,188,002,15566,12/10/2023,1900,DCH,1064
FWIS,188,003,15567,12/11/2023,1400,DCH,1075
FWIS,195,001,16140,12/11/2023,1900,SST,106
FWIS,198,002,16075,12/7/2023,1400,,
FWIS,198,001,16076,12/7/2023,1900,,
FWIS,187,001,16077,12/6/2023,1400,,
FWIS,173,002,16078,12/8/2023,0900,,
FWIS,173,001,16079,12/7/2023,1900,,
FWIS,159,001,16080,12/9/2023,1900,,
FWIS,184,001,16098,12/7/2023,1400,,
FWIS,110,001,16275,12/8/2023,0900,,
FWIS,135,001,16276,12/7/2023,1900,,
FWIS,171,001,16013,12/8/2023,1900,,
FWIS,114,001,16014,12/11/2023,1400,,
FWIS,134,001,16251,12/8/2023,1900,,
FWIS,126,001,16252,12/8/2023,1400,,
FWIS,100,015,16341,12/6/2023,0900,,
SOCI,451,001,15398,12/8/2023,1400,,
SOCI,102,001,12568,12/7/2023,1400,,
